"cntry_name","cntry_iso","catalog_id","id_number","latitude","longitude","flr_volume","avg_temp","ellip","dtc_freq","clr_obs","flr_type"
"Iraq","IRQ","IRQ_UPS_2015_46.0142E_33.0296N_v3.0",7964,33.029552,46.014171,0.283613676,1755,3.15,100,278,"upstream"
"Libya","LBY","LBY_UPS_2015_19.7727E_28.9094N_v3.0",6376,28.909374,19.772668,0.283209192,1549,2.72,99,201,"upstream"
"Iran","IRN","IRN_UPS_2015_52.1768E_27.7194N_v3.0",8699,27.719387,52.176751,0.28173391,1768,1.76,100,130,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.3379E_30.3577N_v3.0",8015,30.35771,47.337936,0.27858492,1631,1.42,100,289,"upstream"
"Iran","IRN","IRN_UPS_2017_46.1699E_32.9821N_v3.0",7969,32.982135,46.169931,0.274606121,1725,1.39,99,263,"upstream"
"Algeria","DZA","DZA_UPS_2016_06.2236E_31.8156N_v3.0",6188,31.815598,6.223639,0.268597268,1734,1.05,100,325,"upstream"
"Congo","COG","COG_UPS_2015_11.3822E_4.9235S_v3.0",6844,-4.923501,11.382172,0.267250846,1751,2.4,100,75,"upstream"
"Russian Federation","RUS","RUS_UPS_2016_79.9531E_68.5225N_v3.0",9755,68.522533,79.953122,0.265027943,1830,1.88,100,275,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.3921E_30.2134N_v3.0",8031,30.213446,47.392136,0.264379242,1579,1.48,100,296,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.6133E_30.5255N_v3.0",8068,30.525528,47.613311,0.264095105,1738,2.13,92,253,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.6009E_30.5284N_v3.0",8064,30.528399,47.600894,0.263824177,1743,3.66,100,277,"upstream"
"Iran","IRN","IRN_UPS_2015_48.8622E_30.9221N_v3.0",8203,30.922067,48.862246,0.26048087,1702,1.42,99,290,"upstream"
"Malaysia","MYS","MYS_UPS_2015_115.6577E_6.3467N_v3.0",11752,6.346692,115.657738,0.259266243,1853,1.8,98,66,"upstream"
"Russian Federation","RUS","RUS_UPS_2016_83.6225E_68.4097N_v3.0",9797,68.409702,83.622522,0.256592185,1801,1.88,95,303,"upstream"
"Algeria","DZA","DZA_UPS_2015_09.7891E_28.7359N_v3.0",6298,28.735902,9.789112,0.255253688,1742,1.49,100,350,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.3293E_30.8258N_v3.0",8006,30.825817,47.329329,0.255230206,1652,1.68,100,254,"upstream"
"Egypt","EGY","EGY_UPS_2015_26.0816E_30.5344N_v3.0",6453,30.534432,26.081613,0.253511294,1681,1.36,99,203,"upstream"
"Iran","IRN","IRN_UPS_2015_49.0656E_32.1609N_v3.0",8237,32.160876,49.065596,0.252777175,1692,2.2,100,287,"upstream"
"Iran","IRN","IRN_UPS_2015_47.2099E_32.4906N_v3.0",7989,32.490618,47.209867,0.251242894,1750,1.88,100,228,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.6018E_30.4768N_v3.0",8065,30.476842,47.60178,0.247592261,1688,1.58,100,295,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.4149E_30.1659N_v3.0",8036,30.165921,47.414873,0.243052233,1622,1.47,100,283,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.5503E_32.1079N_v3.0",8057,32.107874,47.550263,0.242418795,1677,1.35,100,303,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_45.1513E_34.7554N_v3.0",7950,34.755423,45.151299,0.240220843,1730,1.3,70,125,"upstream"
"Iran","IRN","IRN_UPS_2015_50.7354E_30.3000N_v3.0",8599,30.299973,50.735367,0.240188848,1667,2.34,100,234,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.3145E_30.5678N_v3.0",8001,30.567777,47.314491,0.238675114,1685,2.3,100,300,"upstream"
"Iran","IRN","IRN_UPS_2015_49.6761E_30.8994N_v3.0",8453,30.899424,49.676101,0.231915118,1742,2.22,99,270,"upstream"
"Algeria","DZA","DZA_UPS_2015_06.0630E_31.6358N_v3.0",6173,31.635772,6.062956,0.230852246,1685,1.3,87,327,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.3612E_30.2793N_v3.0",8023,30.279275,47.361242,0.228475827,1603,1.23,97,302,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_43.7618E_35.9982N_v3.0",7885,35.998172,43.761756,0.227188404,1829,1.64,100,271,"upstream"
"Iran","IRN","IRN_UPS_2015_49.8242E_30.7201N_v3.0",8473,30.720128,49.824163,0.223432688,1738,3.58,97,165,"upstream"
"Russian Federation","RUS","RUS_UPS_2015_70.8184E_60.7470N_v3.0",9221,60.747023,70.818426,0.222557675,1763,1.64,97,231,"upstream"
"Libya","LBY","LBY_UPS_2015_22.3234E_27.9872N_v3.0",6426,27.98717,22.323392,0.221862009,1586,1.21,99,317,"upstream"
"Iran","IRN","IRN_UPS_2015_49.3917E_31.0416N_v3.0",8387,31.041563,49.391677,0.220561671,1712,1.52,100,319,"upstream"
"Venezuela","VEN","VEN_UPS_2015_63.4614W_9.7299N_v3.0",5061,9.729921,-63.461442,0.219237557,1853,1.6,100,115,"upstream"
"Algeria","DZA","DZA_UPS_2015_06.7881E_31.1882N_v3.0",6203,31.188152,6.788061,0.218224879,1733,1.5,100,333,"upstream"
"Congo","COG","COG_UPS_2015_11.5656E_5.2726S_v3.0",6852,-5.272622,11.565638,0.215597491,1600,4.75,89,64,"upstream"
"Iran","IRN","IRN_UPS_2015_49.2816E_31.3209N_v3.0",8338,31.320917,49.281597,0.214920611,1683,1.45,100,290,"upstream"
"China","CHN","CHN_UPS_2015_108.8984E_20.8149N_v3.0",11719,20.814907,108.898446,0.211579066,1715,1.74,99,100,"upstream"
"Mexico","MEX","MEX_UPS_2015_93.1848W_17.8969N_v3.0",4604,17.896886,-93.184822,0.211133781,1630,1.6,100,128,"upstream"
"Libya","LBY","LBY_UPS_2015_20.9545E_28.9049N_v3.0",6392,28.90493,20.954499,0.209646464,1567,1.09,99,294,"upstream"
"Iran","IRN","IRN_UPS_2017_52.2354E_27.6878N_v3.0",8712,27.68784,52.235447,0.207142066,1753,2.74,99,192,"upstream"
"Algeria","DZA","DZA_UPS_2015_06.1676E_31.8647N_v3.0",6182,31.864673,6.167599,0.20581942,1575,0.96,72,333,"upstream"
"Algeria","DZA","DZA_UPS_2015_05.8094E_31.6961N_v3.0",6138,31.696134,5.809365,0.203553369,1699,1.62,100,336,"upstream"
"Algeria","DZA","DZA_UPS_2015_08.1652E_31.0132N_v3.0",6240,31.013195,8.165184,0.203123641,1581,1.87,91,299,"upstream"
"Russian Federation","RUS","RUS_UPG_2015_77.2434E_65.9045N_v3.0",9592,65.90453,77.243434,0.20284919,1660,1.71,97,260,"gas"
"Algeria","DZA","DZA_UPS_2015_06.6995E_29.6885N_v3.0",6198,29.688507,6.699539,0.202796942,1710,2.3,100,333,"upstream"
"Iran","IRN","IRN_UPS_2015_55.8515E_26.8513N_v3.0",8883,26.851331,55.851525,0.201057189,1698,1.71,100,274,"upstream"
"Iran","IRN","IRN_UPS_2017_52.2498E_27.6838N_v3.0",8714,27.683811,52.249756,0.198106626,1729,3.11,98,274,"upstream"
"Iran","IRN","IRN_DNS_2015_50.3033E_29.2427N_v3.0",8532,29.242682,50.303326,0.197335816,1712,1.3,100,215,"refinery"
"Angola","AGO","AGO_UPS_2015_11.0315E_6.1411S_v3.0",6833,-6.141059,11.03151,0.195409966,1673,2.62,92,121,"upstream"
"Iran","IRN","IRN_UPS_2015_48.9531E_31.2095N_v3.0",8214,31.209507,48.953051,0.195036889,1671,1.49,100,316,"upstream"
"Libya","LBY","LBY_UPS_2015_12.2106E_26.5788N_v3.0",6344,26.578792,12.210573,0.194181836,1638,1.6,93,294,"upstream"
"Angola","AGO","AGO_UPS_2015_10.7312E_6.2428S_v3.0",6826,-6.242799,10.731205,0.189767145,1676,2.05,100,104,"upstream"
"Russian Federation","RUS","RUS_UPG_2015_77.2357E_66.2074N_v3.0",9591,66.20739,77.235655,0.189369412,1685,1.51,96,259,"gas"
"Iraq","IRQ","IRQ_UPS_2015_47.7414E_30.2742N_v3.0",8098,30.27422,47.741401,0.188858376,1665,1.6,97,281,"upstream"
"Iran","IRN","IRN_UPS_2015_49.0973E_32.0643N_v3.0",8242,32.064311,49.097335,0.188389609,1674,1.28,92,294,"upstream"
"Iran","IRN","IRN_DNS_2015_54.5338E_25.9021N_v3.0",8852,25.902094,54.533769,0.187697465,1699,1.47,100,287,"refinery"
"Iraq","IRQ","IRQ_UPS_2015_44.3429E_33.4886N_v3.0",7930,33.488603,44.342923,0.182123917,1714,1.51,96,290,"upstream"
"Nigeria","NGA","NGA_UPS_2015_06.5167E_5.6593N_v3.0",6603,5.659327,6.516735,0.18112298,1678,2.26,95,81,"upstream"
"Libya","LBY","LBY_UPS_2015_19.6965E_29.2306N_v3.0",6374,29.230585,19.696454,0.177807559,1458,1.15,99,330,"upstream"
"United Arab Emirates","ARE","ARE_DNG_2015_52.8768E_25.1644N_v3.0",8759,25.16444,52.876776,0.177643475,1629,2.02,100,198,"lng"
"Libya","LBY","LBY_UPS_2015_12.4118E_26.7559N_v3.0",6346,26.755917,12.411817,0.176952506,1651,1.82,81,332,"upstream"
"Russian Federation","RUS","RUS_UPS_2015_107.3820E_58.4201N_v3.0",10565,58.420097,107.382013,0.175988847,1608,0.71,100,201,"upstream"
"Venezuela","VEN","VEN_DNS_2015_64.8596W_10.0553N_v3.0",4969,10.055257,-64.859631,0.175560587,1555,1.6,100,116,"refinery"
"Iran","IRN","IRN_UPS_2015_53.1215E_29.2566N_v3.0",8767,29.256572,53.121453,0.175505403,1768,1.78,97,355,"upstream"
"Oman","OMN","OMN_UPS_2016_56.9891E_22.4040N_v3.0",9051,22.403972,56.989134,0.175272634,1749,1.29,99,196,"upstream"
"Nigeria","NGA","NGA_UPS_2015_08.1674E_4.2900N_v3.0",6736,4.289964,8.167351,0.173885704,1645,1.3,98,46,"upstream"
"Iran","IRN","IRN_UPS_2015_49.1195E_31.3004N_v3.0",8255,31.300379,49.119524,0.173356176,1728,1.24,100,270,"upstream"
"Oman","OMN","OMN_UPS_2015_55.1040E_18.3205N_v3.0",8950,18.320453,55.104021,0.17254662,1779,1.94,99,278,"upstream"
"Iran","IRN","IRN_UPS_2015_53.1495E_25.5017N_v3.0",8769,25.501748,53.149479,0.172064057,1665,1.88,100,287,"upstream"
"Nigeria","NGA","NGA_UPS_2015_05.5828E_5.9006N_v3.0",6568,5.900613,5.582801,0.171399799,1700,1.59,97,86,"upstream"
"Algeria","DZA","DZA_UPS_2015_06.7089E_29.6977N_v3.0",6200,29.697747,6.708913,0.171336103,1695,1.71,100,342,"upstream"
"Nigeria","NGA","NGA_UPS_2015_08.3666E_4.3165N_v3.0",6742,4.316487,8.36658,0.169687051,1727,1.63,94,54,"upstream"
"Nigeria","NGA","NGA_UPS_2015_07.4918E_4.0173N_v3.0",6718,4.017292,7.491783,0.169052439,1585,1.73,96,75,"upstream"
"Iran","IRN","IRN_UPS_2015_46.2280E_33.6959N_v3.0",7972,33.695889,46.228017,0.169047156,1716,1.6,65,43,"upstream"
"Venezuela","VEN","VEN_UPS_2015_64.5273W_9.3751N_v3.0",4980,9.375087,-64.527326,0.168455693,1727,3.58,99,102,"upstream"
"Russian Federation","RUS","RUS_DNG_2017_72.0666E_71.2576N_v3.0",9262,71.257623,72.066551,0.168376733,1804,1.6,94,317,"lng"
"Russian Federation","RUS","RUS_UPS_2015_78.4293E_57.4643N_v3.0",9861,57.464301,78.429278,0.168052089,1908,1.9,96,270,"upstream"
"Russian Federation","RUS","RUS_UPG_2015_78.3408E_64.9323N_v3.0",9671,64.932283,78.340808,0.166645493,1805,3.4,97,296,"gas"
"Nigeria","NGA","NGA_UPS_2015_07.9719E_4.1460N_v3.0",6730,4.146008,7.971922,0.166119781,1644,0.89,98,54,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_44.0091E_35.6288N_v3.0",7907,35.628823,44.009113,0.165313161,1767,2.2,100,259,"upstream"
"Libya","LBY","LBY_UPS_2015_22.1245E_28.8335N_v3.0",6422,28.833462,22.124472,0.165069824,1640,1.96,99,269,"upstream"
"Angola","AGO","AGO_UPS_2015_11.6803E_7.6507S_v3.0",6859,-7.650707,11.680273,0.164962392,1633,1.77,99,91,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.5204E_32.1781N_v3.0",8052,32.178122,47.52042,0.164910438,1711,1.38,100,307,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_44.0395E_35.7246N_v3.0",7908,35.724553,44.039546,0.164389715,1719,1.6,98,232,"upstream"
"Iran","IRN","IRN_UPS_2015_52.1882E_27.7130N_v3.0",8703,27.713047,52.188182,0.163529379,1762,2.37,100,232,"upstream"
"Nigeria","NGA","NGA_UPS_2015_06.4861E_5.7155N_v3.0",6599,5.715508,6.486088,0.162736848,1679,1.68,88,81,"upstream"
"Iran","IRN","IRN_UPS_2015_50.6166E_30.3933N_v3.0",8583,30.393349,50.61659,0.16219323,1698,2.65,100,114,"upstream"
"Nigeria","NGA","NGA_UPS_2015_07.3938E_3.5754N_v3.0",6716,3.575399,7.393782,0.16191966,1605,1.2,87,77,"upstream"
"Kazakhstan","KAZ","KAZ_UPS_2015_57.4331E_48.3271N_v3.0",7662,48.327074,57.433146,0.160139988,1726,2.08,93,276,"upstream"
"Algeria","DZA","DZA_UPS_2016_06.7092E_32.5128N_v3.0",6199,32.512757,6.709193,0.158805601,1676,1.02,100,339,"upstream"
"Congo","COG","COG_UPS_2015_11.4429E_5.3789S_v3.0",6848,-5.37889,11.442936,0.15877478,1728,1.71,100,87,"upstream"
"Libya","LBY","LBY_DNG_2015_19.6110E_30.4024N_v3.0",6371,30.40242,19.611012,0.157826678,1651,2.23,89,247,"lng"
"Venezuela","VEN","VEN_DNS_2015_64.8880W_10.0596N_v3.0",4965,10.059634,-64.887991,0.156929944,1633,2.89,99,128,"refinery"
"Algeria","DZA","DZA_UPS_2015_06.0481E_31.8484N_v3.0",6168,31.848419,6.0481,0.156629663,1743,2.75,100,335,"upstream"
"Iran","IRN","IRN_UPS_2015_48.6476E_31.4066N_v3.0",8195,31.406646,48.647567,0.15419806,1699,1.95,99,295,"upstream"
"Russian Federation","RUS","RUS_UPS_2015_69.5949E_60.8129N_v3.0",9186,60.812867,69.594902,0.154064798,1851,1.71,95,253,"upstream"
"Venezuela","VEN","VEN_UPS_2015_64.1351W_8.5569N_v3.0",4988,8.55688,-64.135109,0.152820524,1806,3.05,98,130,"upstream"
"Oman","OMN","OMN_UPS_2015_56.1533E_19.3769N_v3.0",8987,19.37686,56.153273,0.152606541,1554,0.9,99,289,"upstream"
"Mexico","MEX","MEX_UPS_2015_92.4908W_17.8956N_v3.0",4628,17.895641,-92.490823,0.15249676,1647,1.6,98,114,"upstream"
"United Arab Emirates","ARE","ARE_UPS_2015_54.1416E_24.2134N_v3.0",8824,24.21341,54.141551,0.151760587,1705,1.6,90,312,"upstream"
"Iran","IRN","IRN_UPS_2015_48.7713E_31.3070N_v3.0",8201,31.306989,48.771285,0.151498465,1685,2.64,100,305,"upstream"
"Iran","IRN","IRN_UPS_2015_50.6368E_30.0389N_v3.0",8585,30.038914,50.636801,0.15065985,1759,4.03,83,77,"upstream"
"Libya","LBY","LBY_UPS_2015_22.5018E_27.6437N_v3.0",6441,27.643749,22.501762,0.150486667,1624,1.35,100,262,"upstream"
"Iran","IRN","IRN_UPS_2015_50.2907E_30.3481N_v3.0",8530,30.348122,50.290698,0.150131789,1675,4.43,83,257,"upstream"
"Iran","IRN","IRN_UPS_2015_49.3193E_31.1364N_v3.0",8353,31.136359,49.319302,0.149581127,1698,1.57,100,266,"upstream"
"Kuwait","KWT","KWT_UPS_2018_47.7898E_29.8837N_v3.0",8109,29.883715,47.789778,0.149195428,1814,2.9,84,298,"upstream"
"Mexico","MEX","MEX_UPS_2015_92.0788W_19.4273N_v3.0",4647,19.427295,-92.078836,0.148823819,1694,3.58,100,165,"upstream"
"Russian Federation","RUS","RUS_UPS_2015_78.1657E_62.3321N_v3.0",9659,62.332083,78.165746,0.14782934,1617,1.52,95,256,"upstream"
"Malaysia","MYS","MYS_UPS_2015_114.7116E_5.4282N_v3.0",11740,5.42818,114.711627,0.147229071,1729,2.16,100,39,"upstream"
"Iran","IRN","IRN_UPS_2015_50.4844E_30.4842N_v3.0",8555,30.484173,50.484393,0.146907069,1664,1.54,99,281,"upstream"
"Russian Federation","RUS","RUS_UPS_2015_106.5463E_58.0354N_v3.0",10541,58.03543,106.5463,0.146056125,1769,1.94,98,274,"upstream"
"Venezuela","VEN","VEN_UPS_2015_63.2680W_9.7752N_v3.0",5073,9.775184,-63.268026,0.145313788,1864,5,95,139,"upstream"
"Venezuela","VEN","VEN_DNS_2015_70.2268W_11.6247N_v3.0",4944,11.624671,-70.226782,0.144669783,1613,0.3,100,129,"refinery"
"Russian Federation","RUS","RUS_UPS_2016_107.4452E_58.4208N_v3.0",10567,58.420843,107.445248,0.144398268,1694,0.6,99,175,"upstream"
"Russian Federation","RUS","RUS_UPS_2015_55.4767E_51.5911N_v3.0",7558,51.59114,55.47669,0.143328351,1790,3.21,95,249,"upstream"
"Iran","IRN","IRN_UPS_2015_52.5825E_27.5450N_v3.0",8737,27.545012,52.582461,0.142945881,1758,3.54,100,243,"upstream"
"Iraq","IRQ","IRQ_UPS_2015_47.6378E_30.3674N_v3.0",8073,30.367423,47.637759,0.14187479,1715,0.97,100,309,"upstream"
"Iran","IRN","IRN_DNS_2015_52.5965E_27.5171N_v3.0",8738,27.517062,52.596546,0.140925808,1760,4.57,100,238,"refinery"
"Libya","LBY","LBY_UPS_2015_22.4815E_27.6473N_v3.0",6438,27.647343,22.48146,0.140840097,1635,1.35,99,281,"upstream"
"Mexico","MEX","MEX_DNS_2015_99.9353W_25.5824N_v3.0",3507,25.582369,-99.935305,0.139606977,1782,1.6,94,103,"refinery"
"Qatar","QAT","QAT_UPS_2015_52.5422E_25.5947N_v3.0",8732,25.594732,52.542178,0.138256446,1690,1.95,94,309,"upstream"
"Nigeria","NGA","NGA_UPS_2015_06.3591E_5.6849N_v3.0",6595,5.684866,6.359107,0.138131402,1646,1.04,100,85,"upstream"
"Nigeria","NGA","NGA_UPS_2015_06.2637E_4.6290N_v3.0",6670,4.629017,6.263712,0.138031895,1708,1.6,92,91,"upstream"
