"cntry_name","cntry_iso","catalog_id","id_number","latitude","longitude","flr_volume","avg_temp","ellip","dtc_freq","clr_obs","flr_type"
"Algeria","DZA","VNF_e2012-2015_n14938_x0061672E_y318641N_v1.0",-9999,31.864144,6.167171,0.419926953,1628.8,0.895744,100,386,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17723_x0438764E_y356853N_v1.0",-9999,35.685305,43.876447,0.419815412,1696.69,1.06381,93.6869,396,"upstream"
"Venezuela","VEN","VNF_e2016_n5156_x0637177W_y096159N_v1.0",-9999,9.615898,-63.717742,0.412365621,1840.12,1.32635,100,275,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n19671_x0725312E_y678073N_v1.0",-9999,67.80728,72.531226,0.407598693,1814.17,1.6015,99.1632,478,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17864_x0473319E_y308823N_v1.0",-9999,30.882338,47.331895,0.390685495,1642.65,0.922732,99.7143,350,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n22017_x1076080E_y584477N_v1.0",-9999,58.447695,107.607963,0.385378472,1808.41,2.22676,99.2443,397,"upstream"
"Angola","AGO","VNF_e2012-2015_n15938_x0121120E_y078471S_v1.0",-9999,-7.847089,12.111975,0.382008748,1730.19,1.79935,98.4694,196,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n19620_x0709773E_y661987N_v1.0",-9999,66.198722,70.977347,0.378738824,1783.2,2.32143,98.2005,389,"upstream"
"Russian Federation","RUS","VNF_e2016_n9585_x0710100E_y661931N_v1.0",-9999,66.193097,71.010019,0.369577752,1800.51,1.6015,97.5309,405,"upstream"
"Mexico","MEX","VNF_e2012-2015_n11304_x0922378W_y195664N_v1.0",-9999,19.566381,-92.237844,0.362597609,1681.9,1.40423,100,229,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14914_x0060535E_y316633N_v1.0",-9999,31.663285,6.053471,0.358188788,1666.76,1.86003,100,380,"refinery"
"Angola","AGO","VNF_e2012-2015_n15959_x0123395E_y061187S_v1.0",-9999,-6.118728,12.339454,0.356092984,1574.48,2.74266,97.1429,210,"gas downstream"
"Democratic Republic of the Congo","AGO","VNF_e2012-2015_n15872_x0110524E_y063189S_v1.0",-9999,-6.318941,11.052356,0.352779031,1735.19,1.95466,99.0783,217,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14889_x0059560E_y315896N_v1.0",-9999,31.589637,5.956018,0.352711519,1710.82,0.869954,100,378,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17871_x0473938E_y302125N_v1.0",-9999,30.212464,47.393822,0.349823183,1612.14,1.15298,100,385,"upstream"
"Nigeria","NGA","VNF_e2012-2015_n15746_x0076599E_y043043N_v1.0",-9999,4.304312,7.659899,0.346981813,1643.79,1.08997,100,135,"upstream"
"Mexico","MEX","VNF_e2012-2015_n11271_x0931202W_y178426N_v1.0",-9999,17.842596,-93.120249,0.345531775,1658.87,1.1183,100,222,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17858_x0473296E_y308263N_v1.0",-9999,30.82631,47.329625,0.345217698,1699.86,1.01962,100,336,"upstream"
"Iran","IRN","VNF_e2012-2015_n17829_x0462281E_y336959N_v1.0",-9999,33.69592,46.228139,0.3377591,1718.1,1.946,88.2353,374,"upstream"
"Venezuela","VEN","VNF_e2016_n5178_x0635660W_y096585N_v1.0",-9999,9.658463,-63.566019,0.32821644,1763.19,2.51889,100,277,"upstream"
"Venezuela","VEN","VNF_e2012-2015_n12559_x0635333W_y096520N_v1.0",-9999,9.651976,-63.53325,0.325953324,1778.34,1.17381,100,289,"upstream"
"Democratic Republic of the Congo","AGO","VNF_e2012-2015_n15876_x0111523E_y063507S_v1.0",-9999,-6.350724,11.152323,0.324647115,1761.43,1.91758,100,214,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17817_x0459638E_y313578N_v1.0",-9999,31.357764,45.96384,0.307816105,1733.93,1.08595,100,343,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14893_x0059720E_y318333N_v1.0",-9999,31.833262,5.97199,0.299928954,1704.81,0.849953,95.8442,385,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17867_x0473381E_y303577N_v1.0",-9999,30.357658,47.3381,0.297404596,1637.14,1.11273,100,397,"upstream"
"Egypt","EGY","VNF_e2012-2015_n15302_x0260833E_y305337N_v1.0",-9999,30.533709,26.083325,0.297366437,1677.4,1.35379,100,438,"upstream"
"Iran","IRN","VNF_e2012-2015_n18449_x0496758E_y309005N_v1.0",-9999,30.900549,49.6758,0.292042096,1711.19,1.65645,99.4709,378,"upstream"
"Iran","IRN","VNF_e2012-2015_n18317_x0493202E_y311363N_v1.0",-9999,31.136264,49.320248,0.289400913,1684.96,1.39579,100,356,"upstream"
"Malaysia","MYS","VNF_e2012-2015_n24957_x1156575E_y063470N_v1.0",-9999,6.347022,115.657527,0.287524376,1834.19,2.03356,100,166,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17844_x0471030E_y305642N_v1.0",-9999,30.564248,47.103008,0.286192631,1673.02,0.97946,100,394,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17903_x0476201E_y310662N_v1.0",-9999,31.066192,47.620093,0.279356317,1642.36,1.52686,98.3165,297,"upstream"
"Iran","IRN","VNF_e2012-2015_n17846_x0472075E_y325003N_v1.0",-9999,32.50034,47.207524,0.278498035,1785.09,1.70846,100,378,"upstream"
"Iran","IRN","VNF_e2012-2015_n18541_x0502912E_y303484N_v1.0",-9999,30.34844,50.291235,0.273265276,1639.56,1.53254,99.4924,394,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17902_x0476081E_y304194N_v1.0",-9999,30.419384,47.60812,0.272576067,1722.92,1.23429,100,384,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n19610_x0708179E_y607471N_v1.0",-9999,60.747071,70.817892,0.272313358,1766.5,1.64689,99.2208,385,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17857_x0473144E_y305682N_v1.0",-9999,30.568219,47.31436,0.2702064,1642.36,1.24046,99.2386,394,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14956_x0067065E_y296958N_v1.0",-9999,29.695806,6.706485,0.264254785,1694.11,1.27577,99.2228,386,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17869_x0473610E_y302786N_v1.0",-9999,30.278613,47.361021,0.263267644,1606.4,0.97305,100,388,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17733_x0440087E_y356291N_v1.0",-9999,35.629093,44.00867,0.261166556,1738.04,1.05857,86.7684,393,"upstream"
"Egypt","EGY","VNF_e2012-2015_n15331_x0271056E_y307691N_v1.0",-9999,30.76912,27.105602,0.258701198,1728.37,1.17204,100,413,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17901_x0476073E_y304872N_v1.0",-9999,30.487245,47.607343,0.255568646,1684.59,1.0347,100,379,"upstream"
"Iraq","IRQ","VNF_e2016_n8381_x0440422E_y357255N_v1.0",-9999,35.725505,44.042158,0.254289735,1681.21,0.74035,99.7382,382,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17835_x0468377E_y303524N_v1.0",-9999,30.352359,46.837681,0.252093544,1724.62,1.14317,98.4925,398,"upstream"
"Mexico","MEX","VNF_e2012-2015_n11308_x0921981W_y193011N_v1.0",-9999,19.301062,-92.198055,0.250833713,1649.41,1.22609,98.1651,218,"upstream"
"Democratic Republic of the Congo","AGO","VNF_e2012-2015_n15882_x0112793E_y063210S_v1.0",-9999,-6.32095,11.279317,0.250182957,1682.21,2.02115,100,196,"upstream"
"Mexico","MEX","VNF_e2012-2015_n11323_x0920426W_y193975N_v1.0",-9999,19.397476,-92.042575,0.245938807,1700.76,1.79649,100,228,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14919_x0060623E_y316332N_v1.0",-9999,31.633174,6.062317,0.240903593,1702.01,1.28972,100,377,"upstream"
"Iran","IRN","VNF_e2012-2015_n18361_x0493917E_y310418N_v1.0",-9999,31.041782,49.391711,0.240594213,1683.24,1.44514,100,370,"upstream"
"Iran","IRN","VNF_e2012-2015_n18599_x0506363E_y300389N_v1.0",-9999,30.038901,50.636339,0.239721548,1707.12,1.9767,99.7238,362,"upstream"
"Iran","IRN","VNF_e2012-2015_n18076_x0488575E_y309227N_v1.0",-9999,30.922727,48.857542,0.236130796,1674.53,2.20254,99.4413,358,"upstream"
"Iran","IRN","VNF_e2012-2015_n18451_x0496863E_y299431N_v1.0",-9999,29.943072,49.686255,0.23596319,1681.18,1.716,100,330,"upstream"
"Venezuela","VEN","VNF_e2012-2015_n12585_x0631549W_y086865N_v1.0",-9999,8.686484,-63.154936,0.23529717,1772.01,1.44727,99.6032,252,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17714_x0437693E_y359809N_v1.0",-9999,35.980914,43.769292,0.231200079,1713.3,1.61125,98.7277,393,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17722_x0438639E_y348904N_v1.0",-9999,34.890365,43.863881,0.227024321,1658.59,1.34959,99.7396,384,"upstream"
"Iran","IRN","VNF_e2012-2015_n18897_x0545343E_y259018N_v1.0",-9999,25.901815,54.534341,0.222643679,1722.61,1.45009,100,373,"refinery"
"Venezuela","VEN","VNF_e2012-2015_n12561_x0635286W_y097018N_v1.0",-9999,9.701845,-63.528584,0.221806532,1759.2,0.906636,100,285,"upstream"
"Libya","LBY","VNF_e2012-2015_n15262_x0223233E_y279872N_v1.0",-9999,27.987188,22.323287,0.219864244,1621.86,1.20157,100,433,"upstream"
"Nigeria","NGA","VNF_e2012-2015_n15755_x0079722E_y041461N_v1.0",-9999,4.14605,7.972178,0.219559559,1651.16,1.50162,100,141,"upstream"
"Nigeria","NGA","VNF_e2012-2015_n15740_x0073937E_y035755N_v1.0",-9999,3.575524,7.393717,0.217363368,1655.08,1.93187,95.7576,165,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17885_x0475109E_y316566N_v1.0",-9999,31.656603,47.510911,0.216838243,1730.29,1.21205,99.1525,354,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n20277_x0772529E_y618819N_v1.0",-9999,61.881865,77.252943,0.215991409,1897.88,2.22152,97.4576,354,"upstream"
"Mexico","MEX","VNF_e2012-2015_n11324_x0920366W_y194384N_v1.0",-9999,19.438435,-92.03658,0.214360556,1703.69,1.86857,100,211,"upstream"
"Angola","AGO","VNF_e2012-2015_n15905_x0116806E_y076505S_v1.0",-9999,-7.650495,11.680622,0.214160662,1608.82,1.27145,100,193,"upstream"
"Iran","IRN","VNF_e2016_n8564_x0478358E_y314343N_v1.0",-9999,31.43429,47.835777,0.213767625,1713.13,1.24946,74.0113,354,"upstream"
"Iran","IRN","VNF_e2012-2015_n18087_x0489531E_y312100N_v1.0",-9999,31.209981,48.953103,0.213454135,1669.28,1.59866,100,381,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17874_x0474138E_y301665N_v1.0",-9999,30.166491,47.413783,0.209694603,1609.79,0.924811,100,384,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17873_x0474063E_y321206N_v1.0",-9999,32.120627,47.406286,0.209527878,1714.22,1.40158,100,329,"upstream"
"Iran","IRN","VNF_e2012-2015_n18037_x0482797E_y307500N_v1.0",-9999,30.750022,48.27972,0.207756131,1671.85,0.959211,100,385,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14991_x0081640E_y310140N_v1.0",-9999,31.013965,8.163991,0.207084241,1640.92,1.58067,99.7347,377,"upstream"
"Iran","IRN","VNF_e2012-2015_n18597_x0506171E_y303957N_v1.0",-9999,30.395729,50.61705,0.206333391,1676.19,1.49159,99.734,376,"upstream"
"Algeria","DZA","VNF_e2016_n6018_x0002371W_y358082N_v1.0",-9999,35.808225,-0.237145,0.203313555,1697.64,1.75997,98.827,341,"gas downstream"
"Russian Federation","RUS","VNF_e2012-2015_n22061_x1128064E_y613447N_v1.0",-9999,61.34467,112.806437,0.201881422,1796.99,1.61568,99.3711,477,"upstream"
"Venezuela","VEN","VNF_e2012-2015_n12439_x0702256W_y116236N_v1.0",-9999,11.623623,-70.225583,0.200989677,1645.87,0.700299,99.6377,276,"refinery"
"Angola","AGO","VNF_e2012-2015_n15897_x0115681E_y074613S_v1.0",-9999,-7.461341,11.56809,0.200487154,1691.04,1.84463,59.322,177,"upstream"
"Iran","IRN","VNF_e2012-2015_n18299_x0492813E_y313212N_v1.0",-9999,31.321205,49.281289,0.19874476,1681.98,1.418,99.7312,372,"upstream"
"Kuwait","KWT","VNF_e2012-2015_n17895_x0475843E_y290474N_v1.0",-9999,29.047439,47.584292,0.198098407,1834.03,0.960136,100,378,"upstream"
"Iran","IRN","VNF_e2012-2015_n18542_x0503036E_y292436N_v1.0",-9999,29.243638,50.303612,0.197101579,1719.58,1.50394,100,331,"refinery"
"Iran","IRN","VNF_e2012-2015_n18467_x0498241E_y307205N_v1.0",-9999,30.720497,49.824103,0.196073344,1724.29,1.47908,99.7468,395,"upstream"
"Iran","IRN","VNF_e2012-2015_n17802_x0454934E_y340072N_v1.0",-9999,34.007161,45.493411,0.193881261,1819.34,1.49603,100,372,"upstream"
"Nigeria","NGA","VNF_e2012-2015_n15669_x0055612E_y034658N_v1.0",-9999,3.465763,5.561193,0.193821381,1574.69,2.28917,96.4912,171,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17848_x0472512E_y322565N_v1.0",-9999,32.256515,47.251155,0.192562431,1693.73,1.25424,100,370,"upstream"
"Iran","IRN","VNF_e2012-2015_n18129_x0490656E_y321610N_v1.0",-9999,32.160982,49.065635,0.192509596,1653.9,1.81868,71.9251,374,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n20272_x0772339E_y662083N_v1.0",-9999,66.208339,77.233896,0.192140629,1718.02,1.6046,96.2877,431,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14959_x0067875E_y311882N_v1.0",-9999,31.188166,6.787525,0.192132116,1733.56,1.33499,100,391,"upstream"
"Malaysia","MYS","VNF_e2012-2015_n24941_x1142963E_y058754N_v1.0",-9999,5.875419,114.296336,0.191930168,1751.91,1.88714,100,151,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17770_x0443445E_y334885N_v1.0",-9999,33.488527,44.344495,0.191903456,1724.2,1.29029,100,361,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n21981_x1065464E_y580349N_v1.0",-9999,58.034881,106.546407,0.191762268,1827.79,2.16937,97.7995,409,"upstream"
"Iran","IRN","VNF_e2012-2015_n18766_x0525833E_y275427N_v1.0",-9999,27.542688,52.583252,0.189312467,1724.18,2.76558,100,373,"upstream"
"Iran","IRN","VNF_e2012-2015_n18487_x0499181E_y305731N_v1.0",-9999,30.573117,49.918075,0.188963753,1597.68,2.69345,98.9333,375,"upstream"
"Mexico","MEX","VNF_e2012-2015_n11225_x0951706W_y162017N_v1.0",-9999,16.201696,-95.170605,0.187722709,1796.61,1.11051,100,261,"refinery"
"Venezuela","VEN","VNF_e2012-2015_n12605_x0622625W_y100842N_v1.0",-9999,10.084226,-62.262528,0.18757565,1776.34,1.60886,100,259,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n21973_x1058639E_y578709N_v1.0",-9999,57.870933,105.863912,0.186909043,1544.02,1.40084,97.7612,402,"upstream"
"Algeria","DZA","VNF_e2012-2015_n15061_x0097892E_y287362N_v1.0",-9999,28.736209,9.789245,0.185481313,1720,1.15253,98.708,387,"upstream"
"Iran","IRN","VNF_e2016_n9124_x0526220E_y275129N_v1.0",-9999,27.512874,52.622,0.185322807,1723.81,2.57554,100,364,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17863_x0473292E_y305614N_v1.0",-9999,30.561355,47.329193,0.185021645,1519.67,0.980364,100,395,"upstream"
"Democratic Republic of the Congo","AGO","VNF_e2012-2015_n15871_x0110317E_y061412S_v1.0",-9999,-6.141241,11.031687,0.184935054,1636.29,1.38346,98.3425,181,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n17254_x0554710E_y515941N_v1.0",-9999,51.594055,55.47095,0.184373238,1781.17,1.38301,94.1781,292,"upstream"
"Turkmenistan","TKM","VNF_e2012-2015_n18775_x0527161E_y394722N_v1.0",-9999,39.472232,52.71612,0.183796745,1794.55,1.97485,99.361,313,"upstream"
"Venezuela","VEN","VNF_e2012-2015_n12441_x0701980W_y117388N_v1.0",-9999,11.738767,-70.198022,0.182549829,1548.2,0.947892,100,280,"refinery"
"Russian Federation","RUS","VNF_e2012-2015_n20276_x0772430E_y659049N_v1.0",-9999,65.904935,77.243004,0.18220816,1727.74,1.59753,97.6581,427,"upstream"
"Nigeria","NGA","VNF_e2012-2015_n15510_x0066572E_y053865N_v1.0",-9999,5.386497,6.65723,0.182181449,1652.91,1.63451,98.8701,177,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14916_x0060570E_y317990N_v1.0",-9999,31.799048,6.057042,0.181618459,1695.48,1.34636,100,377,"refinery"
"Venezuela","VEN","VNF_e2012-2015_n12536_x0636934W_y096272N_v1.0",-9999,9.627212,-63.693442,0.181567972,1772.89,1.2369,100,272,"upstream"
"Iran","IRN","VNF_e2012-2015_n18617_x0507338E_y303010N_v1.0",-9999,30.300993,50.733778,0.180875241,1669.73,1.65793,99.7253,364,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17731_x0439658E_y356623N_v1.0",-9999,35.662282,43.965827,0.180032516,1742.71,1.09205,92.7273,385,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17735_x0440367E_y357269N_v1.0",-9999,35.726881,44.036682,0.179408178,1644.65,1.03023,99.4681,376,"upstream"
"Algeria","DZA","VNF_e2012-2015_n14913_x0060470E_y318479N_v1.0",-9999,31.84788,6.047047,0.179265229,1706.73,1.26423,100,384,"upstream"
"Nigeria","NGA","VNF_e2012-2015_n15738_x0072899E_y039895N_v1.0",-9999,3.989489,7.289885,0.179092339,1639.95,1.16708,100,154,"upstream"
"Syria","SYR","VNF_e2012-2015_n17570_x0384317E_y351752N_v1.0",-9999,35.175161,38.431676,0.179012499,1780.26,1.42184,95.7921,404,"upstream"
"Libya","LBY","VNF_e2012-2015_n15270_x0224812E_y276482N_v1.0",-9999,27.648178,22.481233,0.178350589,1644.77,1.20709,99.7636,423,"upstream"
"Venezuela","VEN","VNF_e2012-2015_n12498_x0645461W_y093868N_v1.0",-9999,9.386779,-64.546064,0.177552188,1633.76,1.21115,99.6226,265,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n22011_x1073815E_y584204N_v1.0",-9999,58.420447,107.38148,0.173881008,1430.27,0.890023,99.7151,351,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17898_x0475985E_y305304N_v1.0",-9999,30.530429,47.598533,0.171567111,1706.86,1.01224,99.7275,367,"upstream"
"Turkmenistan","TKM","VNF_e2012-2015_n18886_x0542805E_y386489N_v1.0",-9999,38.648863,54.280469,0.171529539,1770.55,1.45542,78.6111,360,"upstream"
"Venezuela","VEN","VNF_e2012-2015_n12542_x0636674W_y096277N_v1.0",-9999,9.627709,-63.667408,0.171437077,1813.57,1.02548,100,278,"upstream"
"Russian Federation","RUS","VNF_e2016_n10250_x0836227E_y684086N_v1.0",-9999,68.408555,83.622672,0.169088544,1725.2,2.08065,65.9813,535,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17923_x0477165E_y302671N_v1.0",-9999,30.267117,47.716502,0.169069464,1671.07,0.972041,100,373,"upstream"
"Iran","IRN","VNF_e2012-2015_n18767_x0525957E_y275181N_v1.0",-9999,27.518064,52.595717,0.168746581,1742.29,3.69737,100,365,"refinery"
"Oman","OMN","VNF_e2012-2015_n19096_x0551044E_y183205N_v1.0",-9999,18.320464,55.104405,0.168705193,1749.59,1.30982,98.4169,379,"upstream"
"Venezuela","VEN","VNF_e2012-2015_n12514_x0640719W_y085270N_v1.0",-9999,8.526968,-64.071901,0.167658759,1760.94,1.42045,100,252,"upstream"
"Saudi Arabia","SAU","VNF_e2012-2015_n18363_x0493918E_y256382N_v1.0",-9999,25.638177,49.391752,0.166596474,1634.01,1.51246,99.7403,385,"upstream"
"Iran","IRN","VNF_e2012-2015_n18174_x0491193E_y313009N_v1.0",-9999,31.300855,49.119297,0.165286156,1723.01,1.42007,98.916,369,"upstream"
"Algeria","DZA","VNF_e2012-2015_n15062_x0097874E_y280800N_v1.0",-9999,28.08002,9.787438,0.163935624,1606.96,1.53954,100,371,"upstream"
"Iran","IRN","VNF_e2012-2015_n18014_x0481163E_y312719N_v1.0",-9999,31.27194,48.11629,0.163515583,1548.87,1.18257,99.7151,351,"upstream"
"Algeria","DZA","VNF_e2016_n6017_x0002543W_y358090N_v1.0",-9999,35.80904,-0.254336,0.162216419,1700.85,2.24052,98.7879,330,"gas downstream"
"Russian Federation","RUS","VNF_e2012-2015_n16470_x0579663E_y686140N_v1.0",-9999,68.613992,57.966298,0.16192964,1851.49,1.6015,96.5142,459,"upstream"
"Democratic Republic of the Congo","AGO","VNF_e2012-2015_n15863_x0107314E_y062426S_v1.0",-9999,-6.242609,10.731351,0.16121783,1740.52,1.6839,82.9545,176,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n20437_x0789262E_y576707N_v1.0",-9999,57.670721,78.9262,0.160479309,1792.7,1.71139,97.5676,370,"upstream"
"Libya","LBY","VNF_e2012-2015_n15202_x0197717E_y289098N_v1.0",-9999,28.909756,19.771665,0.160449075,1620.99,1.31321,99.7585,414,"upstream"
"Libya","LBY","VNF_e2012-2015_n15189_x0196108E_y304028N_v1.0",-9999,30.402844,19.610837,0.160242136,1620.61,1.17505,96.875,384,"gas downstream"
"Kazakhstan","KAZ","VNF_e2012-2015_n17354_x0574330E_y483265N_v1.0",-9999,48.326455,57.433006,0.160177266,1781.03,1.28595,96.4187,363,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n20448_x0790410E_y657905N_v1.0",-9999,65.790462,79.040962,0.159294915,1650.21,1.6015,95.8656,387,"upstream"
"Iraq","IRQ","VNF_e2012-2015_n17724_x0438759E_y348863N_v1.0",-9999,34.886336,43.875878,0.158792392,1634.32,1.07608,99.7416,387,"upstream"
"Iraq","IRN","VNF_e2012-2015_n17891_x0475502E_y321083N_v1.0",-9999,32.108272,47.550182,0.158779183,1657.84,1.29302,99.7361,379,"upstream"
"Venezuela","VEN","VNF_e2012-2015_n12478_x0648903W_y100615N_v1.0",-9999,10.061483,-64.890272,0.157763863,1561.86,1.14763,99.6269,268,"refinery"
"Malaysia","MYS","VNF_e2012-2015_n24446_x1036489E_y057354N_v1.0",-9999,5.735422,103.648915,0.156079294,1750.66,1.74941,98.773,163,"upstream"
"Russian Federation","RUS","VNF_e2012-2015_n20373_x0781657E_y623320N_v1.0",-9999,62.33201,78.165662,0.155835077,1741.59,1.40963,95.5556,360,"upstream"
"Democratic Republic of the Congo","AGO","VNF_e2012-2015_n15881_x0112704E_y061604S_v1.0",-9999,-6.160357,11.270379,0.155807192,1687.27,2.05795,97.9058,191,"upstream"
