Price,Close,High,Low,Open,Volume,Returns,Volatility-20d
Ticker,CL=F,CL=F,CL=F,CL=F,CL=F,,
Date,,,,,,,
2012-03-01,108.83999633789062,110.55000305175781,106.55000305175781,106.81999969482422,389838,0.01653120993846402,0.20212759627068627
2012-03-02,106.69999694824219,109.02999877929688,105.80000305175781,108.75,299664,-0.01966188406516356,0.21162133554047263
2012-03-05,106.72000122070312,107.41999816894531,105.5,106.75,237450,0.00018748147172531482,0.20878906775783157
2012-03-06,104.69999694824219,107.33999633789062,104.51000213623047,107.11000061035156,332561,-0.01892807579980671,0.2195360998188864
2012-03-07,106.16000366210938,106.55000305175781,104.3499984741211,104.93000030517578,333242,0.013944668160677631,0.2185344964957861
2012-03-08,106.58000183105469,107.19999694824219,105.83999633789062,106.23999786376953,279597,0.003956275004304732,0.2185120267064651
2012-03-09,107.4000015258789,108.19999694824219,106.12999725341797,106.91000366210938,292694,0.007693748177299176,0.21720211465012035
2012-03-12,106.33999633789062,107.55999755859375,105.37999725341797,107.5,234727,-0.009869694347563573,0.2155489801046234
2012-03-13,106.70999908447266,107.3499984741211,105.66999816894531,106.55000305175781,282350,0.003479431628024221,0.20371087638349047
2012-03-14,105.43000030517578,107.0199966430664,105.12000274658203,106.69000244140625,283510,-0.011995115643133047,0.20996433789814406
2012-03-15,105.11000061035156,106.18000030517578,103.77999877929688,105.5,371039,-0.0030351863217106256,0.20848483915324537
2012-03-16,107.05999755859375,107.33999633789062,105.12999725341797,105.44000244140625,192992,0.018551964008362454,0.21672952119070293
2012-03-19,108.08999633789062,108.23999786376953,106.55000305175781,107.18000030517578,110353,0.009620762215440504,0.2169561726420371
2012-03-20,105.61000061035156,107.91000366210938,105.3499984741211,107.81999969482422,329535,-0.0229438043441742,0.21714267743863105
2012-03-21,107.2699966430664,107.63999938964844,106.05999755859375,106.33000183105469,252603,0.015718170846711788,0.2238658637959377
2012-03-22,105.3499984741211,107.12000274658203,104.5,106.80999755859375,295474,-0.017898743628509406,0.22655096964164098
2012-03-23,106.87000274658203,108.25,105.16000366210938,105.5199966430664,260269,0.014428137584020284,0.22289934701340164
2012-03-26,107.02999877929688,107.31999969482422,106.19000244140625,106.79000091552734,162276,0.0014971089043034347,0.22002600892670343
2012-03-27,107.33000183105469,107.7300033569336,106.5199966430664,107.08999633789062,209036,0.002802980988315662,0.20980225874884326
2012-03-28,105.41000366210938,106.94000244140625,104.66999816894531,106.80999755859375,309064,-0.017888736943911798,0.21879709858184773
2012-03-29,102.77999877929688,105.69999694824219,102.12999725341797,105.58000183105469,319988,-0.024950239933991036,0.2249516707108834
2012-03-30,103.0199966430664,104.1500015258789,102.77999877929688,103.29000091552734,244155,0.0023350638900558884,0.21642641834539209
2012-04-02,105.2300033569336,105.48999786376953,102.05999755859375,103.2699966430664,278097,0.02145221108406936,0.23147945073525925
2012-04-03,104.01000213623047,105.18000030517578,103.58999633789062,105.04000091552734,245541,-0.011593663230865414,0.22515550324069247
2012-04-04,101.47000122070312,104.12000274658203,101.08000183105469,104.08999633789062,300729,-0.02442073707681014,0.23411689327597518
2012-04-05,103.30999755859375,103.4000015258789,101.37000274658203,101.95999908447266,242903,0.018133402146004896,0.24421446143704065
2012-04-09,102.45999908447266,102.5999984741211,100.80999755859375,102.52999877929688,205924,-0.00822764973582546,0.2428485665981311
2012-04-10,101.0199966430664,102.95999908447266,100.68000030517578,102.33000183105469,312927,-0.01405428903253303,0.24503662814278382
2012-04-11,102.69999694824219,103.12999725341797,100.83999633789062,100.94000244140625,283008,0.016630373797295928,0.25355541916872476
2012-04-12,103.63999938964844,104.23999786376953,102.38999938964844,102.55000305175781,271285,0.009152896488205275,0.25338067451623897
2012-04-13,102.83000183105469,103.9000015258789,102.61000061035156,103.66000366210938,227259,-0.007815491734503577,0.2545219616523129
2012-04-16,102.93000030517578,103.37000274658203,101.80000305175781,102.80000305175781,284959,0.0009724639924191258,0.2440700912399028
2012-04-17,104.19999694824219,105.06999969482422,102.66000366210938,103.1500015258789,244523,0.012338449813475316,0.24594792189542783
2012-04-18,102.66999816894531,104.51000213623047,102.19000244140625,104.22000122070312,195812,-0.014683290058605802,0.23811516055111606
2012-04-19,102.2699966430664,103.20999908447266,101.66999816894531,102.7300033569336,91398,-0.00389599233478799,0.22954296354268064
2012-04-20,103.05000305175781,104.2699966430664,102.44999694824219,102.56999969482422,225790,0.00762693296464767,0.22433690754716315
2012-04-23,103.11000061035156,103.9000015258789,101.81999969482422,103.81999969482422,213202,0.0005822179215619894,0.2169635515694061
2012-04-24,103.55000305175781,104.0999984741211,102.79000091552734,103.11000061035156,196136,0.004267311015436759,0.21772650580852632
2012-04-25,104.12000274658203,104.56999969482422,103.11000061035156,103.76000213623047,276652,0.0055045840466012574,0.21865404062733768
2012-04-26,104.55000305175781,104.91999816894531,103.83999633789062,103.95999908447266,192832,0.0041298529949367335,0.21048346597200343
2012-04-27,104.93000030517578,105.0,103.73999786376953,104.0999984741211,182104,0.003634598204935946,0.18954459359600578
2012-04-30,104.87000274658203,105.16000366210938,103.87999725341797,104.93000030517578,211453,-0.0005717865092847996,0.18957492925573075
2012-05-01,106.16000366210938,106.43000030517578,104.38999938964844,104.88999938964844,245921,0.012300952433887291,0.17893832383740058
2012-05-02,105.22000122070312,106.05000305175781,104.91000366210938,105.9800033569336,256649,-0.008854581847963505,0.17673346432463968
2012-05-03,102.54000091552734,105.41999816894531,102.36000061035156,105.38999938964844,316883,-0.025470445486446724,0.17873540646718725
2012-05-04,98.48999786376953,102.72000122070312,97.51000213623047,102.58999633789062,443060,-0.03949681115269554,0.2167198244371963
2012-05-07,97.94000244140625,98.23999786376953,95.33999633789062,98.05000305175781,300474,-0.005584276924485598,0.21596211893025374
2012-05-08,97.01000213623047,98.12000274658203,95.5199966430664,97.95999908447266,333767,-0.009495612436115297,0.2132221621892927
2012-05-09,96.80999755859375,97.38999938964844,95.16999816894531,97.37999725341797,332865,-0.0020616902714407637,0.20164340063548933
2012-05-10,97.08000183105469,97.69000244140625,96.08000183105469,96.44999694824219,282314,0.002789012284578618,0.1978398146775423
2012-05-11,96.12999725341797,97.19999694824219,95.55999755859375,96.52999877929688,260539,-0.009785790685191587,0.19857315925016264
2012-05-14,94.77999877929688,95.83000183105469,93.6500015258789,95.79000091552734,251994,-0.014043467311896651,0.20143343710951317
2012-05-15,93.9800033569336,95.4800033569336,93.0199966430664,93.91000366210938,284712,-0.008440551093761184,0.19232493420518895
2012-05-16,92.80999755859375,94.16000366210938,91.80999755859375,93.16000366210938,308371,-0.012449518584248143,0.19100410638888501
2012-05-17,92.55999755859375,93.87999725341797,92.08999633789062,92.7699966430664,280073,-0.0026936753213701037,0.19114104927116823
2012-05-18,91.4800033569336,92.87999725341797,90.93000030517578,92.86000061035156,211749,-0.011668044837365943,0.1865780098245073
2012-05-21,92.56999969482422,93.05999755859375,90.83999633789062,91.2699966430664,107239,0.01191513224630869,0.19588113467892837
2012-05-22,91.66000366210938,93.01000213623047,91.4000015258789,92.63999938964844,226226,-0.009830355792533552,0.19311761591176127
2012-05-23,89.9000015258789,91.72000122070312,89.27999877929688,91.54000091552734,275522,-0.01920141900406691,0.1934941793342526
